       	ADAM33 	ADRB2  	ALOX5  	AREG   	ARG1   	BCL6   	CCL11  	CCL17  	CCL2   	CCL22  	CCL24  	CCL26  	CCL5   	CCL8   	CCR3   	CCR4   	CCR8   	CD40LG 	CHIA   	CLC    	CLCA1  	CMA1   	CPA3   	CRLF2  	CSF2   	CSF3R  	CYSLTR1	EPX    	FCER1A 	FOXP3  	GATA3  	GPR44  	ICOS   	IFNG   	IFNGR2 	IL10   	IL12A  	IL12B  	IL13   	IL13RA1	IL13RA2	IL17A  	IL17RB 	IL18   	IL1RL1 	IL21   	IL25   	IL2RA  	IL3    	IL31   	IL33   	IL3RA  	IL4    	IL4R   	IL5    	IL5RA  	IL9    	KIT    	KITLG  	LTB4R  	MAF    	MMP9   	MRC1   	MS4A2  	PDCD1  	PMCH   	POSTN  	PPARG  	PRG2   	RETNLB 	RNASE2 	RNASE3 	RORC   	SATB1  	SIGLEC8	STAT5A 	STAT6  	TBX21  	TGFB1  	TNFRSF4	TNFSF4 	TSLP   
FOXP3  	0.011981	0.011533	0.011489	0.0075822	0.010772	0.013031	0.012508	0.012635	0.012583	0.012771	0.012623	0.012796	0.012571	0.012939	0.01265	0.012777	0.012717	0.012815	0.010139	0.011014	0.011667	0.012017	0.010756	0.012971	0.012524	0.012804	0.01069	0.011916	0.010158	0.012868	0.012895	0.012454	0.013048	0.012785	0.0131	0.012711	0.012845	0.012686	0.012603	0.012893	0.012819	0.01273	0.012671	0.012692	0.012987	0.012817	0.012787	0.012743	0.012612	0.011813	0.012782	0.012739	0.012658	0.012667	0.012489	0.012725	0.012616	0.012357	0.012151	0.010089	0.012975	0.012236	0.010735	0.011696	0.013693	0.008358	0.011014	0.012854	0.011294	0.010145	0.01174	0.011986	0.01307	0.013017	0.008358	0.012713	0.012611	0.012858	0.012677	0.013283	0.013606	0.012821                                                                            
GATA3  	0.011783	0.011202	0.011362	0.0071831	0.010594	0.013115	0.012488	0.012603	0.012577	0.01273	0.012587	0.012797	0.012552	0.012703	0.012618	0.012756	0.012676	0.012803	0.0099116	0.010697	0.011473	0.011843	0.0104	0.012534	0.012501	0.012692	0.01038	0.011764	0.010395	0.012895	0.013308	0.01238	0.013105	0.012825	0.013083	0.01273	0.012917	0.012715	0.012632	0.012968	0.012868	0.012811	0.012756	0.012801	0.013993	0.012917	0.01285	0.012744	0.012587	0.011604	0.012935	0.012683	0.012738	0.012692	0.0126	0.01269	0.012613	0.012256	0.012063	0.009718	0.013622	0.012188	0.010495	0.011857	0.013324	0.0086486	0.010697	0.012909	0.011021	0.0099267	0.011566	0.01186	0.013272	0.015589	0.0086486	0.012682	0.012642	0.012991	0.012693	0.013117	0.013264	0.01279                                                                             
GPR44  	0.024333	0.029224	0.010934	0.0063133	0.0098555	0.012329	0.012387	0.012266	0.012296	0.012433	0.013188	0.012729	0.01247	0.01299	0.012738	0.012577	0.012869	0.012307	0.0091166	0.011189	0.01165	0.01128	0.0099644	0.011991	0.012265	0.01231	0.010094	0.011964	0.009561	0.012454	0.01238	0.01632	0.012294	0.012401	0.012728	0.01232	0.012576	0.014145	0.012322	0.012491	0.0124	0.012313	0.012147	0.01238	0.012142	0.012467	0.012323	0.012333	0.012257	0.0099399	0.012312	0.012218	0.012374	0.012899	0.012273	0.012419	0.012256	0.011845	0.011667	0.0093623	0.012319	0.011667	0.0098256	0.011274	0.012007	0.008205	0.011189	0.012236	0.011385	0.0091995	0.011743	0.011889	0.012644	0.011994	0.008205	0.012245	0.012435	0.012518	0.012222	0.012171	0.011976	0.01227                                                                          
ICOS   	0.011485	0.010835	0.011286	0.0072258	0.010567	0.013397	0.012484	0.012656	0.012607	0.012808	0.012568	0.012796	0.01258	0.012736	0.012634	0.01279	0.012701	0.013015	0.0097949	0.010585	0.011411	0.011868	0.010368	0.012725	0.012532	0.01278	0.010305	0.011714	0.010073	0.013048	0.013105	0.012294	0.013451	0.012911	0.013104	0.012838	0.012948	0.012698	0.012642	0.01296	0.012892	0.012809	0.012616	0.012766	0.013122	0.012952	0.012851	0.012853	0.012645	0.011521	0.012853	0.012851	0.012761	0.012706	0.012556	0.012731	0.012653	0.012309	0.012086	0.0096322	0.013314	0.012237	0.01044	0.011633	0.014804	0.0084043	0.010585	0.01285	0.010932	0.009848	0.011501	0.01183	0.013196	0.013708	0.0084043	0.012749	0.012672	0.013019	0.012741	0.013926	0.01477	0.012946                                                                         
IFNG   	0.011916	0.011431	0.01177	0.0085302	0.010675	0.01291	0.012512	0.012578	0.012551	0.012705	0.012582	0.01274	0.012552	0.012804	0.012611	0.012715	0.01266	0.01274	0.010059	0.011211	0.011779	0.012203	0.011234	0.012794	0.01252	0.012785	0.011168	0.011991	0.010192	0.012785	0.012825	0.012401	0.012911	0.012739	0.013201	0.012658	0.012807	0.012642	0.012579	0.013045	0.012787	0.012679	0.012751	0.012667	0.012947	0.012758	0.012765	0.012694	0.012595	0.011534	0.012746	0.012702	0.01262	0.012639	0.012457	0.012698	0.012601	0.012432	0.01226	0.010696	0.012891	0.012307	0.010646	0.01172	0.013322	0.0082566	0.011211	0.012798	0.011458	0.010047	0.011842	0.012053	0.012967	0.012946	0.0082566	0.012655	0.012562	0.01279	0.012656	0.013071	0.013259	0.012744                                                                             
IFNGR2 	0.013272	0.013244	0.010928	0.007047	0.010922	0.01302	0.012433	0.012628	0.012702	0.012723	0.012569	0.012811	0.012605	0.0124	0.012637	0.012753	0.012657	0.01286	0.010225	0.0099643	0.011092	0.011479	0.0096368	0.012068	0.012514	0.012463	0.0096592	0.011397	0.0094311	0.0131	0.013083	0.012728	0.013104	0.013201	0.022083	0.013332	0.014324	0.013803	0.013048	0.013244	0.013009	0.012888	0.012233	0.01299	0.012919	0.013077	0.012853	0.012828	0.012596	0.010558	0.012884	0.012577	0.012717	0.012846	0.012495	0.01261	0.01266	0.012047	0.011891	0.0088726	0.013036	0.012288	0.010572	0.011618	0.013375	0.0071609	0.0099643	0.01281	0.010401	0.0099908	0.011128	0.011537	0.013501	0.012466	0.0071609	0.012645	0.012775	0.01323	0.012859	0.013058	0.012931	0.012751                                                                        
IL10   	0.011891	0.011448	0.011524	0.00896	0.012534	0.012828	0.012398	0.012578	0.012543	0.012608	0.012481	0.012637	0.012463	0.012646	0.012518	0.012613	0.012558	0.012665	0.012222	0.011058	0.011663	0.012024	0.010912	0.012561	0.012423	0.012657	0.010828	0.011857	0.010069	0.012711	0.01273	0.01232	0.012838	0.012658	0.013332	0.01267	0.012764	0.012593	0.012559	0.012781	0.012688	0.012594	0.012462	0.012583	0.012804	0.01267	0.012629	0.012606	0.012494	0.011558	0.012641	0.01258	0.012522	0.012542	0.012356	0.012577	0.012508	0.012273	0.012103	0.010309	0.012775	0.012259	0.012358	0.011613	0.013302	0.0081703	0.011058	0.012684	0.011311	0.012225	0.011704	0.011923	0.012857	0.01272	0.0081703	0.012551	0.012594	0.012712	0.012572	0.012988	0.013188	0.012644                                                                           
IL12A  	0.012465	0.012191	0.011473	0.0073931	0.010934	0.013003	0.012492	0.012601	0.012585	0.012713	0.012616	0.012788	0.012559	0.012755	0.012631	0.012741	0.012686	0.012758	0.01033	0.010855	0.01158	0.011905	0.010579	0.01258	0.012504	0.012705	0.010581	0.011834	0.010272	0.012845	0.012917	0.012576	0.012948	0.012807	0.014324	0.012764	0.013042	0.012872	0.01266	0.012993	0.012842	0.012739	0.012709	0.012736	0.013112	0.012834	0.012801	0.012718	0.012583	0.011625	0.012802	0.012659	0.012645	0.012694	0.012492	0.012687	0.012602	0.012283	0.012102	0.0099655	0.012974	0.012211	0.01082	0.011818	0.013209	0.0084801	0.010855	0.012826	0.011158	0.010305	0.011647	0.011911	0.013122	0.012978	0.0084801	0.012662	0.012625	0.012893	0.012683	0.013018	0.013096	0.012743                                                                       
IL12B  	0.017768	0.019844	0.011271	0.0072782	0.010576	0.012734	0.012407	0.01243	0.012453	0.01255	0.012712	0.01267	0.012483	0.012585	0.012606	0.01259	0.01268	0.012569	0.0099496	0.010707	0.011414	0.011692	0.01041	0.012274	0.012374	0.012559	0.010419	0.011708	0.010068	0.012686	0.012715	0.014145	0.012698	0.012642	0.013803	0.012593	0.012872	0.013474	0.012511	0.012799	0.012646	0.012573	0.012398	0.012591	0.012759	0.012688	0.012575	0.012544	0.012419	0.011215	0.012584	0.012476	0.012525	0.01279	0.012366	0.012545	0.01244	0.012113	0.011928	0.0098035	0.012717	0.012021	0.010491	0.011681	0.012798	0.0081106	0.010707	0.012653	0.011004	0.0099426	0.011499	0.011757	0.013027	0.012604	0.0081106	0.012483	0.012527	0.012755	0.012486	0.012705	0.012697	0.012528                                                                        
IL13   	0.011854	0.011378	0.011457	0.0083141	0.012174	0.012671	0.012417	0.012541	0.01249	0.012575	0.012538	0.01266	0.012458	0.012677	0.012531	0.012594	0.012552	0.012559	0.012197	0.011723	0.012071	0.011936	0.010814	0.012606	0.012426	0.012617	0.010766	0.012164	0.012028	0.012603	0.012632	0.012322	0.012642	0.012579	0.013048	0.012559	0.01266	0.012511	0.012564	0.01297	0.012662	0.012523	0.012582	0.01252	0.012718	0.012596	0.01262	0.012557	0.01248	0.011274	0.012606	0.012506	0.012533	0.01256	0.012328	0.012561	0.012483	0.012226	0.012048	0.010213	0.012647	0.012138	0.012154	0.012828	0.012719	0.0081211	0.011723	0.012592	0.011865	0.011965	0.012071	0.012192	0.012717	0.01255	0.0081211	0.012494	0.012546	0.012618	0.012512	0.01268	0.012695	0.012582                                                                             
IL13RA1	0.012091	0.011156	0.010983	0.0066559	0.01094	0.012963	0.012503	0.012672	0.012623	0.01278	0.012727	0.013093	0.012589	0.012824	0.012758	0.012825	0.012748	0.012823	0.010391	0.010426	0.011421	0.011794	0.010088	0.012312	0.012539	0.012884	0.0099532	0.011663	0.011526	0.012893	0.012968	0.012491	0.01296	0.013045	0.013244	0.012781	0.012993	0.012799	0.01297	0.020558	0.013115	0.012708	0.012221	0.012745	0.012664	0.012912	0.012867	0.01284	0.012645	0.010353	0.012848	0.012755	0.012908	0.013194	0.012453	0.012807	0.012689	0.012324	0.012	0.0091894	0.013028	0.01216	0.010733	0.012998	0.012964	0.0070843	0.010426	0.012688	0.010798	0.01039	0.011403	0.011771	0.013005	0.012741	0.0070843	0.012676	0.01295	0.012968	0.012761	0.012991	0.012899	0.012788                                                                            
IL13RA2	0.011737	0.011032	0.0116	0.0074561	0.010679	0.012929	0.012594	0.012649	0.012612	0.01277	0.012662	0.012853	0.012613	0.012805	0.012687	0.012791	0.01273	0.012774	0.010092	0.011184	0.011815	0.012213	0.010972	0.012742	0.012581	0.012927	0.010853	0.012036	0.010841	0.012819	0.012868	0.0124	0.012892	0.012787	0.013009	0.012688	0.012842	0.012646	0.012662	0.013115	0.013028	0.012742	0.013267	0.012734	0.013149	0.012822	0.012996	0.012773	0.012671	0.011089	0.012906	0.012768	0.012694	0.012731	0.012506	0.01282	0.012685	0.012478	0.012244	0.010241	0.012892	0.012278	0.010649	0.012215	0.013022	0.007845	0.011184	0.012827	0.011457	0.010055	0.011875	0.012102	0.012982	0.01275	0.007845	0.012696	0.012621	0.012835	0.012753	0.012986	0.013015	0.012815                                                                             
IL17A  	0.011735	0.011253	0.011621	0.0088737	0.010493	0.012873	0.012505	0.012528	0.012516	0.012654	0.012508	0.012662	0.01251	0.01277	0.012553	0.012679	0.012619	0.012673	0.0098622	0.011103	0.011685	0.01207	0.010969	0.01278	0.012479	0.012734	0.010934	0.011916	0.0099184	0.01273	0.012811	0.012313	0.012809	0.012679	0.012888	0.012594	0.012739	0.012573	0.012523	0.012708	0.012742	0.01286	0.013512	0.012653	0.013323	0.012733	0.012835	0.01265	0.01255	0.016454	0.012781	0.012631	0.012556	0.012568	0.012443	0.012669	0.012567	0.012347	0.012176	0.010389	0.012806	0.01231	0.010481	0.011502	0.012961	0.0083242	0.011103	0.012921	0.011358	0.0098476	0.011767	0.011982	0.013003	0.012809	0.0083242	0.012827	0.012495	0.01276	0.012619	0.01286	0.012938	0.012719                                                                           
IL17RB 	0.010535	0.0097674	0.01138	0.0062156	0.0089198	0.012623	0.013585	0.012557	0.012539	0.012724	0.012485	0.012618	0.012599	0.012218	0.012585	0.012807	0.012635	0.012582	0.0080876	0.010723	0.011465	0.01143	0.010082	0.012149	0.012501	0.012247	0.010691	0.011917	0.0083213	0.012671	0.012756	0.012147	0.012616	0.012751	0.012233	0.012462	0.012709	0.012398	0.012582	0.012221	0.013267	0.013512	0.034908	0.012719	0.013391	0.012881	0.016162	0.012662	0.012571	0.011878	0.013412	0.012395	0.01255	0.012462	0.013027	0.012728	0.012759	0.011973	0.012043	0.0096073	0.012633	0.01203	0.008998	0.010497	0.012068	0.0094166	0.010723	0.01295	0.011035	0.0080104	0.011787	0.011991	0.012873	0.012303	0.0094166	0.012569	0.012406	0.012708	0.012695	0.012325	0.012133	0.01299                                                                   
IL18   	0.011936	0.011529	0.012621	0.0077065	0.01068	0.012817	0.012523	0.012521	0.012518	0.012626	0.012525	0.012664	0.012522	0.01265	0.012556	0.012647	0.0126	0.012651	0.010091	0.011212	0.01176	0.012344	0.01199	0.012562	0.012515	0.012693	0.012228	0.011978	0.010023	0.012692	0.012801	0.01238	0.012766	0.012667	0.01299	0.012583	0.012736	0.012591	0.01252	0.012745	0.012734	0.012653	0.012719	0.012724	0.013596	0.012698	0.012726	0.012625	0.012561	0.01149	0.012794	0.01265	0.012557	0.012575	0.012457	0.012646	0.012576	0.012512	0.012481	0.012071	0.012792	0.012224	0.010661	0.011573	0.012889	0.0085233	0.011212	0.012726	0.01146	0.010078	0.01184	0.012036	0.012888	0.012789	0.0085233	0.012598	0.012498	0.012723	0.012622	0.012819	0.01286	0.01266                                                                                  
IL1RL1 	0.010935	0.010166	0.011706	0.0065241	0.0095898	0.013091	0.012595	0.012679	0.012651	0.01277	0.01251	0.012763	0.012634	0.012374	0.0126	0.012812	0.012657	0.012861	0.0087176	0.010179	0.011166	0.011541	0.0099904	0.012312	0.012588	0.012444	0.010287	0.011558	0.0088552	0.012987	0.013993	0.012142	0.013122	0.012947	0.012919	0.012804	0.013112	0.012759	0.012718	0.012664	0.013149	0.013323	0.013391	0.013596	0.022223	0.01309	0.013233	0.012805	0.012607	0.01207	0.014195	0.012604	0.012734	0.012671	0.012885	0.012675	0.012717	0.012105	0.01206	0.0095837	0.013469	0.012195	0.0095488	0.010967	0.012812	0.0092974	0.010179	0.012961	0.010598	0.0086815	0.011342	0.011695	0.013503	0.014085	0.0092974	0.012722	0.012652	0.01317	0.012827	0.012849	0.01276	0.012955                                                                     
IL21   	0.012067	0.011615	0.011601	0.0073538	0.01056	0.013065	0.012529	0.012599	0.012563	0.012736	0.012614	0.012773	0.012568	0.012805	0.012638	0.012743	0.012691	0.012763	0.0099043	0.011175	0.011767	0.012061	0.01089	0.012843	0.012533	0.012844	0.010838	0.011991	0.010307	0.012817	0.012917	0.012467	0.012952	0.012758	0.013077	0.01267	0.012834	0.012688	0.012596	0.012912	0.012822	0.012733	0.012881	0.012698	0.01309	0.012815	0.012818	0.012723	0.012615	0.011929	0.012795	0.012717	0.012651	0.012673	0.012507	0.01274	0.012618	0.012383	0.012185	0.010271	0.013027	0.012211	0.01051	0.011804	0.013211	0.0084914	0.011175	0.012855	0.011432	0.0099079	0.011835	0.012056	0.013075	0.013303	0.0084914	0.012705	0.012588	0.012855	0.012668	0.013048	0.013187	0.012777                                                                       
IL25   	0.011399	0.010721	0.011665	0.007045	0.010172	0.012891	0.012731	0.012639	0.012582	0.012788	0.012634	0.012795	0.012609	0.012711	0.012663	0.012787	0.01271	0.012738	0.0095166	0.011277	0.011852	0.012088	0.010928	0.012989	0.012569	0.012766	0.010974	0.012089	0.010271	0.012787	0.01285	0.012323	0.012851	0.012765	0.012853	0.012629	0.012801	0.012575	0.01262	0.012867	0.012996	0.012835	0.016162	0.012726	0.013233	0.012818	0.013409	0.01274	0.012649	0.011197	0.012968	0.012694	0.012655	0.012652	0.012602	0.012781	0.012684	0.012396	0.012232	0.010315	0.012866	0.012205	0.010195	0.011776	0.012895	0.0087161	0.011277	0.012835	0.011527	0.009448	0.01195	0.012147	0.012957	0.01278	0.0087161	0.012679	0.012561	0.012803	0.012716	0.012886	0.012939	0.012863                                                                         
IL2RA  	0.011665	0.011036	0.011683	0.007513	0.010493	0.012876	0.012548	0.012559	0.012526	0.012689	0.012623	0.012729	0.01258	0.012783	0.012637	0.012702	0.01266	0.012722	0.0098497	0.012079	0.012318	0.012189	0.01115	0.012728	0.01258	0.013036	0.011035	0.012408	0.010338	0.012743	0.012744	0.012333	0.012853	0.012694	0.012828	0.012606	0.012718	0.012544	0.012557	0.01284	0.012773	0.01265	0.012662	0.012625	0.012805	0.012723	0.01274	0.012717	0.012652	0.011821	0.012718	0.012758	0.012604	0.012632	0.012462	0.012792	0.01262	0.012461	0.012239	0.010506	0.012785	0.012202	0.010458	0.011808	0.013197	0.0083583	0.012079	0.012727	0.012196	0.00984	0.01234	0.012433	0.012854	0.012673	0.0083583	0.012672	0.012535	0.012734	0.012635	0.01304	0.013191	0.01273                                                                               
IL3    	0.011464	0.010828	0.012193	0.0077985	0.01023	0.012696	0.012581	0.012492	0.012476	0.012623	0.012606	0.012649	0.012576	0.012741	0.012612	0.012635	0.012612	0.012614	0.0095819	0.012784	0.012732	0.012566	0.012113	0.012733	0.012613	0.013177	0.011938	0.012725	0.0099851	0.012612	0.012587	0.012257	0.012645	0.012595	0.012596	0.012494	0.012583	0.012419	0.01248	0.012645	0.012671	0.01255	0.012571	0.012561	0.012607	0.012615	0.012649	0.012652	0.012666	0.011464	0.012627	0.012755	0.012526	0.012561	0.01242	0.012807	0.012612	0.01265	0.012462	0.011639	0.012594	0.012221	0.010251	0.011546	0.012734	0.0083035	0.012784	0.012648	0.01279	0.0095517	0.012731	0.012712	0.012675	0.012398	0.0083035	0.012624	0.012443	0.012599	0.012585	0.012761	0.012757	0.012638                                                                      
IL31   	0.0083441	0.007421	0.009049	0.0053361	0.007231	0.012224	0.011066	0.011065	0.011298	0.011215	0.010368	0.010735	0.011146	0.012174	0.010928	0.011437	0.011375	0.011478	0.0063018	0.0073645	0.0086957	0.0098936	0.0080997	0.012669	0.011326	0.012399	0.0078949	0.0092217	0.0064841	0.011813	0.011604	0.0099399	0.011521	0.011534	0.010558	0.011558	0.011625	0.011215	0.011274	0.010353	0.011089	0.016454	0.011878	0.01149	0.01207	0.011929	0.011197	0.011821	0.011464	0.15384	0.011587	0.011747	0.011243	0.011327	0.01112	0.011911	0.011575	0.011279	0.010748	0.007146	0.010909	0.011102	0.0071617	0.0086391	0.010504	0.0053181	0.0073645	0.013087	0.0079372	0.0062405	0.0089044	0.0095188	0.0123	0.0098013	0.0053181	0.017753	0.011066	0.012028	0.011526	0.010919	0.010463	0.011991                                                       
IL33   	0.011465	0.010824	0.01179	0.0073109	0.010476	0.012885	0.012589	0.012642	0.012579	0.012772	0.01262	0.012778	0.012592	0.01275	0.012644	0.012762	0.012692	0.012733	0.0098685	0.011339	0.011879	0.012068	0.010979	0.013093	0.012562	0.012768	0.011045	0.012088	0.01021	0.012782	0.012935	0.012312	0.012853	0.012746	0.012884	0.012641	0.012802	0.012584	0.012606	0.012848	0.012906	0.012781	0.013412	0.012794	0.014195	0.012795	0.012968	0.012718	0.012627	0.011587	0.013002	0.012684	0.012634	0.012636	0.012548	0.012741	0.012645	0.012386	0.012235	0.010478	0.012885	0.012214	0.010519	0.011729	0.012916	0.0086471	0.011339	0.012809	0.011579	0.0098158	0.011954	0.012143	0.012974	0.012848	0.0086471	0.012685	0.01257	0.012809	0.012692	0.012887	0.012941	0.012824                                                                      
IL3RA  	0.011434	0.010631	0.012589	0.0074582	0.0096943	0.012862	0.012575	0.012512	0.012525	0.012673	0.012507	0.01269	0.012575	0.012702	0.012614	0.012666	0.012638	0.012763	0.0088847	0.011284	0.011817	0.013093	0.013	0.012701	0.012638	0.013795	0.012572	0.012058	0.01029	0.012739	0.012683	0.012218	0.012851	0.012702	0.012577	0.01258	0.012659	0.012476	0.012506	0.012755	0.012768	0.012631	0.012395	0.01265	0.012604	0.012717	0.012694	0.012758	0.012755	0.011747	0.012684	0.013064	0.012635	0.012701	0.012453	0.01301	0.012696	0.013027	0.012748	0.01246	0.012702	0.012333	0.009694	0.011791	0.013244	0.0082585	0.011284	0.012733	0.011552	0.0088625	0.011913	0.012133	0.012774	0.012455	0.0082585	0.012779	0.012448	0.012709	0.012699	0.013166	0.013289	0.012738                                                                         
IL4    	0.011959	0.011515	0.01177	0.0076349	0.010355	0.012736	0.012448	0.012474	0.012448	0.012604	0.012539	0.012688	0.012476	0.012708	0.012546	0.012624	0.012584	0.012624	0.0097322	0.011362	0.011835	0.012334	0.011503	0.01265	0.012454	0.012708	0.011304	0.012017	0.015211	0.012658	0.012738	0.012374	0.012761	0.01262	0.012717	0.012522	0.012645	0.012525	0.012533	0.012908	0.012694	0.012556	0.01255	0.012557	0.012734	0.012651	0.012655	0.012604	0.012526	0.011243	0.012634	0.012635	0.012692	0.012653	0.012378	0.012617	0.012532	0.012462	0.012249	0.010888	0.01284	0.012152	0.010346	0.013934	0.012992	0.0081474	0.011362	0.012663	0.011568	0.0097097	0.011885	0.012075	0.012779	0.013235	0.0081474	0.01256	0.012457	0.012673	0.012556	0.012887	0.013042	0.012637                                                                       
IL4R   	0.013863	0.013545	0.011634	0.0072163	0.010348	0.012747	0.012468	0.012479	0.012468	0.012609	0.012622	0.012758	0.012505	0.012751	0.012614	0.012645	0.012652	0.012622	0.0097179	0.011166	0.011731	0.012195	0.011242	0.012521	0.012479	0.013087	0.011061	0.011956	0.013085	0.012667	0.012692	0.012899	0.012706	0.012639	0.012846	0.012542	0.012694	0.01279	0.01256	0.013194	0.012731	0.012568	0.012462	0.012575	0.012671	0.012673	0.012652	0.012632	0.012561	0.011327	0.012636	0.012701	0.012653	0.012789	0.012386	0.012753	0.012546	0.012453	0.012197	0.010567	0.012716	0.012108	0.010305	0.013583	0.012779	0.0081223	0.011166	0.012634	0.011415	0.0096935	0.011791	0.012009	0.012805	0.012651	0.0081223	0.0126	0.0125	0.012697	0.012564	0.012791	0.012782	0.012618                                                                       
IL5    	0.011753	0.011358	0.011899	0.0072176	0.010162	0.012629	0.012401	0.012345	0.012314	0.012477	0.012478	0.012539	0.01239	0.01257	0.012445	0.012509	0.012475	0.012453	0.0095223	0.012006	0.012175	0.011935	0.011239	0.012467	0.012376	0.012535	0.011346	0.01229	0.00972	0.012489	0.0126	0.012273	0.012556	0.012457	0.012495	0.012356	0.012492	0.012366	0.012328	0.012453	0.012506	0.012443	0.013027	0.012457	0.012885	0.012507	0.012602	0.012462	0.01242	0.01112	0.012548	0.012453	0.012378	0.012386	0.012613	0.012513	0.012402	0.012208	0.012127	0.01097	0.012695	0.011941	0.010163	0.011284	0.012567	0.015932	0.012006	0.012437	0.012091	0.0095218	0.012241	0.012293	0.012585	0.013132	0.015932	0.012407	0.012319	0.012516	0.012408	0.012555	0.012569	0.012488                                                                            
IL5RA  	0.01178	0.011038	0.011914	0.0069931	0.0098472	0.01284	0.012638	0.012582	0.012557	0.012744	0.012702	0.01283	0.012641	0.013038	0.012748	0.012775	0.012763	0.012725	0.0090783	0.011991	0.012291	0.012371	0.011481	0.012874	0.012692	0.014123	0.011369	0.012451	0.0097946	0.012725	0.01269	0.012419	0.012731	0.012698	0.01261	0.012577	0.012687	0.012545	0.012561	0.012807	0.01282	0.012669	0.012728	0.012646	0.012675	0.01274	0.012781	0.012792	0.012807	0.011911	0.012741	0.01301	0.012617	0.012753	0.012513	0.013207	0.012702	0.012687	0.012402	0.010849	0.01268	0.012213	0.0098697	0.011641	0.012694	0.0085446	0.011991	0.012761	0.012162	0.0090566	0.012351	0.012467	0.012793	0.012382	0.0085446	0.012824	0.01252	0.012722	0.012687	0.012849	0.01272	0.012757                                                                         
IL9    	0.011541	0.01094	0.012286	0.0079053	0.010531	0.012696	0.012553	0.012502	0.012487	0.012618	0.012547	0.012632	0.012543	0.012688	0.01257	0.012621	0.012588	0.012606	0.0099496	0.012165	0.012349	0.012827	0.012468	0.012771	0.012558	0.012863	0.012146	0.012418	0.010142	0.012616	0.012613	0.012256	0.012653	0.012601	0.01266	0.012508	0.012602	0.01244	0.012483	0.012689	0.012685	0.012567	0.012759	0.012576	0.012717	0.012618	0.012684	0.01262	0.012612	0.011575	0.012645	0.012696	0.012532	0.012546	0.012402	0.012702	0.012605	0.012716	0.012525	0.011905	0.012623	0.012266	0.010551	0.011633	0.012742	0.0082295	0.012165	0.012673	0.012261	0.0099301	0.01237	0.012435	0.012711	0.012473	0.0082295	0.012606	0.012449	0.012611	0.012593	0.012743	0.012753	0.012639                                                                       
KIT    	0.010865	0.010015	0.015282	0.0081339	0.009139	0.012331	0.01257	0.012218	0.01238	0.012351	0.012124	0.01231	0.012428	0.012227	0.01232	0.012342	0.012336	0.012439	0.0083373	0.010829	0.01144	0.016388	0.019784	0.012197	0.012569	0.013113	0.017785	0.011727	0.010013	0.012357	0.012256	0.011845	0.012309	0.012432	0.012047	0.012273	0.012283	0.012113	0.012226	0.012324	0.012478	0.012347	0.011973	0.012512	0.012105	0.012383	0.012396	0.012461	0.01265	0.011279	0.012386	0.013027	0.012462	0.012453	0.012208	0.012687	0.012716	0.01452	0.014216	0.019044	0.012207	0.012661	0.0091991	0.011442	0.01221	0.0071749	0.010829	0.012555	0.011145	0.0082884	0.011583	0.011832	0.012317	0.011834	0.0071749	0.012598	0.012097	0.012325	0.012627	0.012472	0.012274	0.012392                                                                        
KITLG  	0.010567	0.009849	0.017437	0.0099213	0.0092938	0.012093	0.012547	0.012056	0.012257	0.012164	0.011946	0.012087	0.012299	0.011993	0.012137	0.012163	0.012154	0.01224	0.0085805	0.010835	0.011358	0.015742	0.020813	0.011909	0.01247	0.012577	0.020659	0.011645	0.0092426	0.012151	0.012063	0.011667	0.012086	0.01226	0.011891	0.012103	0.012102	0.011928	0.012048	0.012	0.012244	0.012176	0.012043	0.012481	0.01206	0.012185	0.012232	0.012239	0.012462	0.010748	0.012235	0.012748	0.012249	0.012197	0.012127	0.012402	0.012525	0.014216	0.014614	0.023011	0.012006	0.012614	0.0093837	0.010828	0.011952	0.0077527	0.010835	0.012381	0.011121	0.0085344	0.011535	0.011735	0.012113	0.011679	0.0077527	0.012367	0.011929	0.012125	0.012484	0.012176	0.011983	0.012183                                                                     
LTB4R  	0.0071321	0.006188	0.040182	0.0061967	0.0059258	0.0095035	0.012522	0.010213	0.011141	0.010212	0.0095372	0.0097229	0.011188	0.0090198	0.010298	0.010149	0.010262	0.010504	0.0051071	0.0074562	0.0085269	0.024376	0.053332	0.0087072	0.01204	0.010702	0.056123	0.0093407	0.0057309	0.010089	0.009718	0.0093623	0.0096322	0.010696	0.0088726	0.010309	0.0099655	0.0098035	0.010213	0.0091894	0.010241	0.010389	0.0096073	0.012071	0.0095837	0.010271	0.010315	0.010506	0.011639	0.007146	0.010478	0.01246	0.010888	0.010567	0.01097	0.010849	0.011905	0.019044	0.023011	0.074959	0.0094142	0.012415	0.0061825	0.00766	0.008669	0.005252	0.0074562	0.010489	0.0081285	0.0050173	0.0091868	0.0096109	0.0094259	0.0085208	0.005252	0.011111	0.0098495	0.010002	0.011695	0.0096056	0.0087527	0.010213                                         
