       	ADAM33 	ALOX5  	AREG   	ARG1   	BCL6   	CCL11  	CCL17  	CCL2   	CCL22  	CCL24  	CCL26  	CCL5   	CCL8   	CCR3   	CCR4   	CCR8   	CD40LG 	CLC    	CLCA1  	CMA1   	CPA3   	CRLF2  	CSF2   	CSF3R  	CYSLTR1	EPX    	FCER1A 	FOXP3  	GATA3  	GPR44  	ICOS   	IFNG   	IFNGR2 	IL10   	IL12A  	IL12B  	IL13   	IL13RA1	IL13RA2	IL17A  	IL17RB 	IL18   	IL1RL1 	IL21   	IL25   	IL2RA  	IL3    	IL33   	IL3RA  	IL4    	IL4R   	IL5    	IL5RA  	IL9    	KIT    	KITLG  	LTB4R  	MAF    	MMP9   	MRC1   	MS4A2  	PDCD1  	PMCH   	POSTN  	PPARG  	RETNLB 	RNASE2 	RNASE3 	RORC   	SATB1  	STAT5A 	STAT6  	TBX21  	TGFB1  	TNFRSF4	TNFSF4 	TSLP   
IFNG   	0.011833	0.012687	0.0093533	0.0027816	0.014127	0.01369	0.01391	0.013923	0.013952	0.013956	0.013956	0.013821	0.013884	0.013835	0.013963	0.013919	0.01397	0.011695	0.010175	0.013155	0.01212	0.013952	0.013742	0.013735	0.011925	0.013148	0.010269	0.014045	0.013988	0.013554	0.014288	0.014031	0.015127	0.014063	0.01422	0.014098	0.013796	0.014237	0.014008	0.013951	0.013343	0.013876	0.014059	0.01403	0.013827	0.013905	0.013815	0.013946	0.013754	0.013759	0.013684	0.013716	0.013894	0.013685	0.013383	0.013252	0.011143	0.014265	0.013528	0.0027816	0.011587	0.015732	0.0089304	0.0051199	0.014073	0.0057643	0.012993	0.013392	0.01441	0.013568	0.01388	0.0137	0.014094	0.013882	0.014224	0.014193	0.01393                                                                          
IFNGR2 	0.010067	0.011355	0.0073481	0.002159	0.0142	0.013434	0.013798	0.014194	0.013794	0.013614	0.013614	0.013821	0.012486	0.013596	0.013851	0.013524	0.014137	0.0093724	0.0090034	0.011966	0.0097499	0.012634	0.013714	0.012634	0.0097835	0.012015	0.0086186	0.014691	0.014359	0.012997	0.014698	0.015127	0.038987	0.015676	0.01845	0.017245	0.013999	0.014268	0.014189	0.014371	0.012291	0.014081	0.013698	0.014473	0.013483	0.014067	0.013749	0.013728	0.013366	0.01382	0.013856	0.013754	0.013657	0.013714	0.012425	0.012537	0.0085893	0.014741	0.01355	0.002159	0.010327	0.016063	0.0075413	0.0035932	0.013888	0.0052792	0.011714	0.012682	0.01482	0.012637	0.013789	0.014137	0.014977	0.014191	0.013922	0.013478	0.013687                                                                 
IL10   	0.011763	0.0125	0.0099562	0.002811	0.014131	0.013639	0.013864	0.013908	0.013896	0.013884	0.013884	0.013796	0.013644	0.01378	0.013906	0.01384	0.01399	0.011555	0.010232	0.013096	0.011954	0.013745	0.013721	0.013776	0.011595	0.013065	0.010286	0.014054	0.014007	0.013493	0.014416	0.014063	0.015676	0.014139	0.014314	0.014161	0.01378	0.014022	0.013968	0.013956	0.013378	0.013869	0.014114	0.014031	0.013812	0.013902	0.013798	0.013944	0.013735	0.013745	0.013661	0.013703	0.013866	0.013671	0.013323	0.01316	0.010734	0.014274	0.013578	0.002811	0.011598	0.016707	0.0090144	0.0052276	0.014018	0.005781	0.01291	0.013338	0.014328	0.013651	0.013849	0.013689	0.01411	0.013882	0.014317	0.014303	0.013903                                                                           
IL12A  	0.011235	0.012204	0.0079563	0.0031257	0.014395	0.013679	0.013952	0.014025	0.013986	0.014006	0.014006	0.013864	0.013558	0.013847	0.014013	0.013917	0.014078	0.01104	0.0097716	0.012747	0.011158	0.013657	0.013762	0.013473	0.011055	0.012916	0.010196	0.014238	0.014189	0.01349	0.014371	0.01422	0.01845	0.014314	0.014942	0.014631	0.013891	0.014202	0.014111	0.014116	0.013657	0.013987	0.014261	0.014212	0.013954	0.014001	0.013837	0.014069	0.013703	0.013837	0.013747	0.013807	0.013925	0.01373	0.013098	0.012996	0.010019	0.014516	0.013474	0.0031257	0.011485	0.014751	0.0092454	0.0044427	0.014154	0.006154	0.012716	0.013272	0.014693	0.013718	0.013904	0.013862	0.01435	0.013977	0.014331	0.014219	0.013979                                                                     
IL12B  	0.012155	0.012357	0.0083287	0.0030379	0.014215	0.013688	0.013918	0.013964	0.013954	0.013993	0.013993	0.013837	0.013674	0.013848	0.013979	0.013923	0.013989	0.011493	0.010132	0.012867	0.011446	0.013714	0.013747	0.013635	0.011341	0.013091	0.010632	0.014117	0.014073	0.013628	0.014194	0.014098	0.017245	0.014161	0.014631	0.014409	0.013844	0.014209	0.014068	0.014016	0.013521	0.013914	0.014159	0.014092	0.01389	0.013944	0.013816	0.014006	0.013723	0.013803	0.013774	0.01376	0.013925	0.013703	0.013186	0.013064	0.010369	0.014312	0.013448	0.0030379	0.011951	0.014372	0.0091873	0.0049927	0.014071	0.0060354	0.012925	0.013367	0.014455	0.013631	0.013872	0.013777	0.014193	0.013911	0.014173	0.01407	0.013929                                                                  
IL13   	0.011995	0.012478	0.0093984	0.0028034	0.013934	0.013625	0.01383	0.013803	0.013868	0.013987	0.013987	0.013731	0.013872	0.013786	0.013891	0.013886	0.013787	0.011873	0.014138	0.012998	0.011789	0.013918	0.01364	0.013607	0.011645	0.01319	0.01036	0.013857	0.01385	0.013543	0.013842	0.013796	0.013999	0.01378	0.013891	0.013844	0.013841	0.014214	0.013957	0.013825	0.013791	0.013767	0.014105	0.013869	0.013904	0.013784	0.013708	0.013953	0.013627	0.01365	0.013605	0.013633	0.013843	0.013758	0.013216	0.013083	0.010751	0.01396	0.01339	0.0028034	0.011647	0.013477	0.0090507	0.011399	0.013872	0.0057568	0.013049	0.013374	0.01405	0.013527	0.013752	0.013574	0.013878	0.013741	0.013882	0.013848	0.013863                                                                          
IL13RA1	0.013976	0.011751	0.0072648	0.003618	0.014073	0.013654	0.013923	0.013921	0.013881	0.014175	0.014175	0.013816	0.01319	0.013876	0.013941	0.013874	0.013933	0.010332	0.010636	0.012579	0.010775	0.013233	0.013684	0.013169	0.010519	0.012578	0.012012	0.014047	0.014176	0.013953	0.014049	0.014237	0.014268	0.014022	0.014202	0.014209	0.014214	0.022052	0.014692	0.013922	0.012535	0.013877	0.01377	0.014032	0.013769	0.014036	0.013768	0.013922	0.013705	0.014035	0.014626	0.013661	0.014053	0.013792	0.012956	0.01281	0.0093381	0.014407	0.013281	0.003618	0.013697	0.013648	0.0077126	0.0053281	0.013804	0.0068341	0.0123	0.013066	0.014081	0.013433	0.01379	0.014192	0.014145	0.013877	0.013921	0.013729	0.013845                                                                      
IL13RA2	0.013315	0.012174	0.0075716	0.0033884	0.014127	0.013686	0.013914	0.013917	0.013922	0.014057	0.014057	0.013838	0.013459	0.01387	0.013943	0.013911	0.013968	0.011089	0.0115	0.013059	0.011643	0.013568	0.013745	0.013657	0.011092	0.012945	0.011564	0.01404	0.01403	0.013833	0.014065	0.014008	0.014189	0.013968	0.014111	0.014068	0.013957	0.014692	0.015379	0.013929	0.013006	0.013876	0.01392	0.014039	0.013879	0.014083	0.01385	0.013978	0.013831	0.013875	0.014064	0.013697	0.01414	0.013875	0.013318	0.013075	0.010032	0.014253	0.013353	0.0033884	0.013028	0.013682	0.0081384	0.0065228	0.013917	0.0064539	0.012737	0.013322	0.01416	0.013427	0.013875	0.013846	0.014076	0.013882	0.0142	0.01402	0.013934                                                                           
IL17A  	0.011334	0.01259	0.0098155	0.0026979	0.014168	0.013726	0.013931	0.013948	0.013977	0.013969	0.013969	0.013837	0.013832	0.013841	0.013984	0.013929	0.013975	0.011725	0.010214	0.013055	0.011808	0.013983	0.013756	0.013704	0.011693	0.013195	0.010025	0.014046	0.014065	0.013493	0.014116	0.013951	0.014371	0.013956	0.014116	0.014016	0.013825	0.013922	0.013929	0.014087	0.015759	0.013954	0.014713	0.014075	0.014321	0.013903	0.013817	0.014242	0.013735	0.013763	0.013608	0.013812	0.013898	0.013711	0.013298	0.013173	0.010793	0.014199	0.013587	0.0026979	0.011312	0.014008	0.0092018	0.0051547	0.01424	0.0056643	0.013052	0.013427	0.014577	0.013749	0.013887	0.013673	0.014097	0.013893	0.014192	0.014202	0.014033                                                                 
IL17RB 	0.0089183	0.011364	0.0061369	0.00154	0.013458	0.013632	0.013406	0.01352	0.013414	0.013266	0.013266	0.013382	0.011859	0.01316	0.01348	0.013139	0.013369	0.0099512	0.0089036	0.01123	0.0089435	0.012575	0.013275	0.011765	0.0097814	0.012343	0.0075821	0.013569	0.013679	0.01261	0.013333	0.013343	0.012291	0.013378	0.013657	0.013521	0.013791	0.012535	0.013006	0.015759	0.072108	0.013813	0.015067	0.014274	0.023642	0.013402	0.013228	0.01586	0.012752	0.013342	0.012818	0.014846	0.013215	0.013703	0.01169	0.012047	0.0084831	0.013188	0.012686	0.00154	0.0090362	0.011302	0.010551	0.0035668	0.013515	0.0042723	0.012198	0.012696	0.013833	0.012838	0.013232	0.013128	0.013682	0.013484	0.012611	0.012648	0.014572                                                                   
IL18   	0.011268	0.01404	0.0084277	0.00281	0.014086	0.013743	0.013854	0.013871	0.013884	0.013891	0.013891	0.013801	0.013585	0.013776	0.013887	0.013837	0.013894	0.011721	0.010415	0.013167	0.012105	0.013754	0.013776	0.013688	0.013769	0.013192	0.0099982	0.013938	0.014033	0.013439	0.013977	0.013876	0.014081	0.013869	0.013987	0.013914	0.013767	0.013877	0.013876	0.013954	0.013813	0.014037	0.015151	0.013971	0.013988	0.013839	0.013801	0.014284	0.013763	0.013707	0.013564	0.013766	0.013863	0.013687	0.013417	0.013636	0.013627	0.014098	0.013386	0.00281	0.01127	0.013735	0.0093447	0.005455	0.013966	0.005755	0.01306	0.013413	0.014205	0.013634	0.013829	0.013613	0.013994	0.01386	0.014012	0.013999	0.013933                                                                        
IL1RL1 	0.010208	0.012773	0.0070557	0.0020492	0.014206	0.013728	0.013953	0.014076	0.013949	0.013934	0.013934	0.013931	0.012849	0.013776	0.013975	0.013778	0.014065	0.010605	0.0095031	0.012236	0.010178	0.0133	0.01388	0.012931	0.011132	0.012816	0.0088456	0.014209	0.015648	0.01329	0.014126	0.014059	0.013698	0.014114	0.014261	0.014159	0.014105	0.01377	0.01392	0.014713	0.015067	0.015151	0.024621	0.014328	0.014856	0.01397	0.013801	0.016948	0.013558	0.0139	0.013638	0.014252	0.013856	0.013824	0.012709	0.012915	0.010161	0.014665	0.013351	0.0020492	0.010388	0.012929	0.010111	0.0040185	0.014035	0.0050803	0.012627	0.01322	0.014459	0.015855	0.013815	0.013855	0.014444	0.01402	0.013768	0.013685	0.014331                                                                         
IL21   	0.01117	0.01256	0.0080232	0.0025548	0.014537	0.013739	0.013987	0.013984	0.01403	0.013991	0.013991	0.013869	0.013747	0.013871	0.014009	0.013941	0.014079	0.011576	0.010425	0.01307	0.011847	0.014124	0.013803	0.013954	0.011606	0.013152	0.010114	0.014138	0.014095	0.013486	0.014288	0.01403	0.014473	0.014031	0.014212	0.014092	0.013869	0.014032	0.014039	0.014075	0.014274	0.013971	0.014328	0.014177	0.014122	0.013989	0.01389	0.014149	0.013841	0.013822	0.013673	0.013814	0.013981	0.013768	0.013378	0.013209	0.010704	0.014447	0.013465	0.0025548	0.011398	0.014297	0.0092031	0.0053985	0.01425	0.0055894	0.012995	0.013429	0.01475	0.013633	0.013981	0.013754	0.014221	0.013933	0.014435	0.014476	0.014086                                                                       
IL25   	0.010904	0.012487	0.0072817	0.002079	0.014049	0.013793	0.013953	0.013902	0.014004	0.013943	0.013943	0.013815	0.013405	0.013805	0.013947	0.013866	0.013884	0.01178	0.010966	0.012758	0.011268	0.014232	0.013741	0.013372	0.011534	0.013275	0.010016	0.013956	0.013998	0.013419	0.01389	0.013827	0.013483	0.013812	0.013954	0.01389	0.013904	0.013769	0.013879	0.014321	0.023642	0.013988	0.014856	0.014122	0.015946	0.013866	0.01378	0.014738	0.013625	0.013747	0.013538	0.014013	0.013889	0.013809	0.013077	0.013042	0.010475	0.013983	0.013256	0.002079	0.011214	0.012779	0.0097026	0.0060248	0.013955	0.0050492	0.013162	0.013469	0.014174	0.0135	0.013822	0.013599	0.013999	0.013837	0.013867	0.013993	0.014273                                                                       
IL2RA  	0.012131	0.012589	0.0081313	0.0028087	0.014137	0.013746	0.013908	0.013893	0.013939	0.013935	0.013935	0.01383	0.013768	0.013868	0.01393	0.013905	0.013999	0.012967	0.010451	0.013236	0.012283	0.013893	0.013808	0.014314	0.011729	0.013645	0.01065	0.014	0.013906	0.013612	0.014124	0.013905	0.014067	0.013902	0.014001	0.013944	0.013784	0.014036	0.014083	0.013903	0.013402	0.013839	0.01397	0.013989	0.013866	0.013967	0.013888	0.013953	0.013911	0.013784	0.01372	0.013736	0.014028	0.013714	0.013527	0.013262	0.01085	0.01411	0.013385	0.0028087	0.011958	0.013864	0.009107	0.0054716	0.013967	0.0057717	0.013587	0.013745	0.014176	0.013432	0.013914	0.013661	0.014	0.01385	0.014563	0.014554	0.013975                                                                              
IL3    	0.011535	0.013264	0.0084454	0.0022723	0.013986	0.013774	0.013879	0.013859	0.013914	0.013865	0.013865	0.013826	0.013962	0.013857	0.013893	0.013881	0.013878	0.013274	0.010267	0.014017	0.014158	0.014084	0.013893	0.015609	0.012809	0.013785	0.010098	0.013867	0.013741	0.013486	0.013822	0.013815	0.013749	0.013798	0.013837	0.013816	0.013708	0.013768	0.01385	0.013817	0.013228	0.013801	0.013801	0.01389	0.01378	0.013888	0.014	0.013873	0.014199	0.013713	0.013596	0.013707	0.014029	0.013709	0.014179	0.013749	0.012257	0.013853	0.013443	0.0022723	0.011391	0.013345	0.0090754	0.0052821	0.013929	0.0052239	0.013755	0.013827	0.013977	0.013171	0.014019	0.013527	0.013858	0.013857	0.013941	0.013911	0.013917                                                                     
IL33   	0.010815	0.012802	0.0077148	0.0021473	0.014135	0.013798	0.014029	0.014	0.014074	0.014021	0.014021	0.013902	0.013455	0.013877	0.014014	0.013932	0.014005	0.011679	0.010438	0.012856	0.011361	0.014271	0.013849	0.013632	0.011713	0.013266	0.010106	0.014066	0.014379	0.013454	0.014023	0.013946	0.013728	0.013944	0.014069	0.014006	0.013953	0.013922	0.013978	0.014242	0.01586	0.014284	0.016948	0.014149	0.014738	0.013953	0.013873	0.015146	0.01376	0.013837	0.013643	0.013968	0.01397	0.013811	0.013207	0.013177	0.010807	0.014201	0.013394	0.0021473	0.011316	0.013028	0.0096971	0.0052497	0.014043	0.0051563	0.013135	0.013501	0.01427	0.013964	0.013912	0.013712	0.014135	0.01394	0.014033	0.014147	0.014267                                                                       
IL3RA  	0.011914	0.013719	0.0077789	0.002082	0.013965	0.013677	0.013773	0.013794	0.013776	0.013648	0.013648	0.01378	0.013618	0.013732	0.013732	0.013688	0.013874	0.011878	0.0095612	0.015015	0.01644	0.013841	0.013987	0.018019	0.013432	0.013242	0.010651	0.013789	0.013634	0.013402	0.013681	0.013754	0.013366	0.013735	0.013703	0.013723	0.013627	0.013705	0.013831	0.013735	0.012752	0.013763	0.013558	0.013841	0.013625	0.013911	0.014199	0.01376	0.014795	0.01374	0.013672	0.013638	0.014108	0.013733	0.015128	0.014272	0.013197	0.013705	0.013437	0.002082	0.011967	0.0128	0.0089397	0.0042855	0.013831	0.0050024	0.013134	0.013518	0.013764	0.013018	0.014209	0.013445	0.013772	0.013888	0.013882	0.013811	0.013863                                                                      
IL4    	0.012277	0.01259	0.0081985	0.0026102	0.013865	0.013594	0.013777	0.013754	0.013817	0.013868	0.013868	0.013692	0.013742	0.013726	0.013826	0.013794	0.013813	0.01198	0.0099543	0.013488	0.013038	0.013818	0.013637	0.013681	0.011861	0.013168	0.016564	0.01384	0.013921	0.013548	0.013876	0.013759	0.01382	0.013745	0.013837	0.013803	0.01365	0.014035	0.013875	0.013763	0.013342	0.013707	0.0139	0.013822	0.013747	0.013784	0.013713	0.013837	0.01374	0.013896	0.013814	0.013614	0.013796	0.013576	0.013606	0.01328	0.011088	0.013979	0.013274	0.0026102	0.015746	0.013364	0.008835	0.0049273	0.013838	0.0055415	0.013041	0.013387	0.013966	0.014615	0.013764	0.013527	0.013844	0.013715	0.014181	0.014277	0.013831                                                                        
IL4R   	0.021534	0.012212	0.0075732	0.0028485	0.013714	0.013552	0.013643	0.01363	0.013661	0.013738	0.013738	0.013632	0.013422	0.013702	0.013664	0.013776	0.013627	0.011523	0.010253	0.012845	0.011727	0.013389	0.013526	0.013769	0.011378	0.012949	0.016282	0.013691	0.013765	0.014955	0.013634	0.013684	0.013856	0.013661	0.013747	0.013774	0.013605	0.014626	0.014064	0.013608	0.012818	0.013564	0.013638	0.013673	0.013538	0.01372	0.013596	0.013643	0.013672	0.013814	0.014463	0.013498	0.013873	0.013504	0.013161	0.012944	0.01046	0.013808	0.013033	0.0028485	0.017493	0.013226	0.008746	0.0053661	0.013606	0.0057789	0.012791	0.013211	0.013711	0.013517	0.01364	0.013543	0.013709	0.01356	0.013684	0.01356	0.01361                                                                       
IL5    	0.012109	0.013074	0.0078625	0.0025755	0.01394	0.013727	0.0138	0.013762	0.013848	0.013911	0.013911	0.013727	0.013915	0.013806	0.013869	0.013883	0.013741	0.013732	0.0098811	0.01291	0.011891	0.013834	0.01369	0.013646	0.012518	0.013917	0.0099194	0.013795	0.013901	0.013584	0.013758	0.013716	0.013754	0.013703	0.013807	0.01376	0.013633	0.013661	0.013697	0.013812	0.014846	0.013766	0.014252	0.013814	0.014013	0.013736	0.013707	0.013968	0.013638	0.013614	0.013498	0.013882	0.0138	0.013536	0.013226	0.013253	0.011925	0.013848	0.013166	0.0025755	0.011217	0.013266	0.017042	0.0048576	0.01375	0.0054943	0.013934	0.013834	0.013893	0.014618	0.013723	0.013489	0.013813	0.013694	0.013772	0.013737	0.013822                                                                       
IL5RA  	0.013035	0.01273	0.007463	0.0022189	0.014113	0.013843	0.014009	0.01396	0.014054	0.01409	0.01409	0.013921	0.014396	0.014061	0.014066	0.014111	0.013937	0.012601	0.010601	0.013369	0.012442	0.014132	0.013912	0.01483	0.011872	0.013698	0.010281	0.013969	0.013858	0.013884	0.013842	0.013894	0.013657	0.013866	0.013925	0.013925	0.013843	0.014053	0.01414	0.013898	0.013215	0.013863	0.013856	0.013981	0.013889	0.014028	0.014029	0.01397	0.014108	0.013796	0.013873	0.0138	0.014626	0.013814	0.013732	0.013398	0.01098	0.013932	0.013358	0.0022189	0.01197	0.01298	0.0094821	0.0054781	0.013952	0.0052295	0.013577	0.013789	0.013996	0.013184	0.01407	0.01367	0.013953	0.013902	0.013938	0.013772	0.014                                                                                 
IL9    	0.011832	0.012964	0.0083109	0.0026695	0.01381	0.01355	0.013697	0.013688	0.013719	0.01372	0.01372	0.013646	0.013535	0.013636	0.013702	0.013672	0.013695	0.011787	0.015298	0.013893	0.013848	0.013783	0.01362	0.013841	0.012442	0.013083	0.010302	0.013731	0.013669	0.013367	0.013702	0.013685	0.013714	0.013671	0.01373	0.013703	0.013758	0.013792	0.013875	0.013711	0.013703	0.013687	0.013824	0.013768	0.013809	0.013714	0.013709	0.013811	0.013733	0.013576	0.013504	0.013536	0.013814	0.013795	0.013828	0.013491	0.011862	0.013777	0.013301	0.0026695	0.011588	0.0133	0.0089095	0.013217	0.013752	0.0055696	0.01296	0.013297	0.013886	0.013138	0.013733	0.013429	0.013744	0.013692	0.013779	0.013746	0.013772                                                                         
KIT    	0.0099222	0.014921	0.0083872	0.0016687	0.013255	0.013304	0.013279	0.013429	0.013239	0.01298	0.01298	0.013542	0.012819	0.013214	0.013177	0.013041	0.013464	0.010748	0.0091698	0.022536	0.035215	0.013115	0.013876	0.015684	0.015343	0.012494	0.0098514	0.013283	0.013011	0.012611	0.012959	0.013383	0.012425	0.013323	0.013098	0.013186	0.013216	0.012956	0.013318	0.013298	0.01169	0.013417	0.012709	0.013378	0.013077	0.013527	0.014179	0.013207	0.015128	0.013606	0.013161	0.013226	0.013732	0.013828	0.020336	0.016871	0.015799	0.012987	0.013951	0.0016687	0.010968	0.011698	0.0074262	0.0039307	0.01349	0.0044067	0.012352	0.01298	0.013051	0.012132	0.014111	0.012914	0.013214	0.013872	0.013001	0.012851	0.013406                                                                 
KITLG  	0.010162	0.020064	0.0081922	0.0018388	0.013057	0.013584	0.013169	0.013286	0.013144	0.012933	0.012933	0.013423	0.012681	0.013119	0.013105	0.013021	0.013238	0.011049	0.0094411	0.017958	0.024244	0.012837	0.013725	0.014264	0.023902	0.012626	0.0092886	0.01312	0.012923	0.012651	0.012864	0.013252	0.012537	0.01316	0.012996	0.013064	0.013083	0.01281	0.013075	0.013173	0.012047	0.013636	0.012915	0.013209	0.013042	0.013262	0.013749	0.013177	0.014272	0.01328	0.012944	0.013253	0.013398	0.013491	0.016871	0.017062	0.027811	0.012877	0.013303	0.0018388	0.010489	0.011966	0.0083344	0.0045451	0.013244	0.0045661	0.012523	0.012938	0.012959	0.012177	0.013647	0.012811	0.013086	0.013653	0.012786	0.012647	0.013199                                                                 
LTB4R  	0.0062711	0.054637	0.0043764	0.00085075	0.009871	0.013695	0.010774	0.011144	0.010588	0.0098608	0.0098608	0.011904	0.0088381	0.010721	0.010488	0.010321	0.010804	0.0076269	0.0062535	0.016376	0.020576	0.0089798	0.01311	0.011178	0.077509	0.010338	0.0053022	0.010402	0.0099906	0.010062	0.0096498	0.011143	0.0085893	0.010734	0.010019	0.010369	0.010751	0.0093381	0.010032	0.010793	0.0084831	0.013627	0.010161	0.010704	0.010475	0.01085	0.012257	0.010807	0.013197	0.011088	0.01046	0.011925	0.01098	0.011862	0.015799	0.027811	0.11703	0.0094574	0.010757	0.00085075	0.0065277	0.0078114	0.0056939	0.0021056	0.01036	0.0028143	0.010272	0.010796	0.009401	0.0084816	0.011715	0.010314	0.010345	0.012448	0.0089704	0.0086358	0.010601                                                
MAF    	0.010978	0.011936	0.0072755	0.0034542	0.01476	0.013652	0.013987	0.014034	0.013999	0.014051	0.014051	0.013878	0.013279	0.013838	0.014025	0.013889	0.01427	0.010364	0.0095814	0.012581	0.010766	0.013502	0.013752	0.013264	0.010592	0.012629	0.010429	0.014377	0.014685	0.013476	0.014973	0.014265	0.014741	0.014274	0.014516	0.014312	0.01396	0.014407	0.014253	0.014199	0.013188	0.014098	0.014665	0.014447	0.013983	0.01411	0.013853	0.014201	0.013705	0.013979	0.013808	0.013848	0.013932	0.013777	0.012987	0.012877	0.0094574	0.016151	0.013418	0.0034542	0.011647	0.015813	0.0082557	0.0041549	0.014175	0.0065848	0.012373	0.013125	0.01494	0.015002	0.01394	0.014039	0.014623	0.013999	0.014991	0.015048	0.014097                                                                   
MMP9   	0.010398	0.012291	0.046057	0.0020654	0.013439	0.013216	0.013382	0.013686	0.013387	0.013297	0.013297	0.013535	0.013017	0.013279	0.013398	0.013309	0.01363	0.010942	0.0097455	0.01492	0.01476	0.013112	0.013425	0.013302	0.011535	0.012541	0.0090851	0.013481	0.013301	0.012838	0.013447	0.013528	0.01355	0.013578	0.013474	0.013448	0.01339	0.013281	0.013353	0.013587	0.012686	0.013386	0.013351	0.013465	0.013256	0.013385	0.013443	0.013394	0.013437	0.013274	0.013033	0.013166	0.013358	0.013301	0.013951	0.013303	0.010757	0.013418	0.016837	0.0020654	0.010419	0.013261	0.0078625	0.0047781	0.014482	0.0049106	0.012385	0.012859	0.014032	0.012414	0.013451	0.013079	0.013475	0.013822	0.013447	0.013373	0.013377                                                                   
MRC1   	0.0015954	0.0015343	0.00061208	0.28044	0.0034036	0.0025889	0.0027822	0.0024131	0.0022643	0.0032535	0.0032535	0.0024047	0.0017318	0.0027878	0.0023977	0.0024077	0.0028137	0.0010184	0.0012405	0.0015297	0.00095531	0.0016584	0.0025184	0.0015866	0.0011428	0.001756	0.00098049	0.0028533	0.0030462	0.0030344	0.0029872	0.0027816	0.002159	0.002811	0.0031257	0.0030379	0.0028034	0.003618	0.0033884	0.0026979	0.00154	0.00281	0.0020492	0.0025548	0.002079	0.0028087	0.0022723	0.0021473	0.002082	0.0026102	0.0028485	0.0025755	0.0022189	0.0026695	0.0016687	0.0018388	0.00085075	0.0034542	0.0020654	0.33023	0.001355	0.0018719	0.00084804	0.00033729	0.0019723	0.21717	0.0016176	0.001934	0.0021407	0.0017835	0.0022808	0.010262	0.0030676	0.0022716	0.0021595	0.001948	0.0021913      
MS4A2  	0.014074	0.0087643	0.0044665	0.001355	0.010642	0.011314	0.011299	0.011363	0.01124	0.011441	0.011441	0.011301	0.0096561	0.011273	0.011284	0.010864	0.011398	0.0073076	0.0069655	0.010572	0.0084122	0.0098293	0.011363	0.010262	0.0075965	0.0095456	0.11376	0.01147	0.012047	0.011763	0.010968	0.011587	0.010327	0.011598	0.011485	0.011951	0.011647	0.013697	0.013028	0.011312	0.0090362	0.01127	0.010388	0.011398	0.011214	0.011958	0.011391	0.011316	0.011967	0.015746	0.017493	0.011217	0.01197	0.011588	0.010968	0.010489	0.0065277	0.011647	0.010419	0.001355	0.10458	0.009212	0.0052801	0.0026136	0.011197	0.0037292	0.0092587	0.010631	0.010563	0.011768	0.011515	0.011595	0.011463	0.011357	0.011525	0.011358	0.011324                                                            
PDCD1  	0.0088953	0.010593	0.0069577	0.0018719	0.013746	0.012832	0.013309	0.013667	0.013256	0.012809	0.012809	0.013402	0.01157	0.012972	0.013275	0.012785	0.014491	0.0083946	0.0082643	0.011232	0.0089211	0.01189	0.013181	0.011824	0.0089676	0.011132	0.0075645	0.01453	0.014119	0.012193	0.020676	0.015732	0.016063	0.016707	0.014751	0.014372	0.013477	0.013648	0.013682	0.014008	0.011302	0.013735	0.012929	0.014297	0.012779	0.013864	0.013345	0.013028	0.0128	0.013364	0.013226	0.013266	0.01298	0.0133	0.011698	0.011966	0.0078114	0.015813	0.013261	0.0018719	0.009212	0.071259	0.0067668	0.0031332	0.013182	0.0048361	0.010805	0.01196	0.01438	0.011768	0.013349	0.013806	0.014768	0.013866	0.016109	0.016252	0.01334                                                                   
PMCH   	0.0058151	0.0085655	0.0030498	0.00084804	0.009681	0.0091627	0.00927	0.0092086	0.0093298	0.0096916	0.0096916	0.0092223	0.0077179	0.009335	0.0093826	0.0094658	0.0090665	0.0072634	0.0048576	0.006754	0.005312	0.0076114	0.0090739	0.0074427	0.0064127	0.0094598	0.0041957	0.0091572	0.0094105	0.0091776	0.0088552	0.0089304	0.0075413	0.0090144	0.0092454	0.0091873	0.0090507	0.0077126	0.0081384	0.0092018	0.010551	0.0093447	0.010111	0.0092031	0.0097026	0.009107	0.0090754	0.0096971	0.0089397	0.008835	0.008746	0.017042	0.0094821	0.0089095	0.0074262	0.0083344	0.0056939	0.0082557	0.0078625	0.00084804	0.0052801	0.0067668	0.37946	0.0016361	0.0078907	0.0025755	0.0094778	0.0093206	0.0079376	0.010335	0.0088855	0.0089493	0.0091985	0.0091902	0.0077473	0.0074873	0.0091824     
POSTN  	0.0024295	0.0033023	0.0015925	0.00033729	0.004042	0.0050291	0.0048764	0.0049421	0.0043914	0.0049315	0.0049315	0.0052344	0.0032434	0.0048058	0.0044018	0.0042276	0.0045449	0.0020885	0.19242	0.0048745	0.0028232	0.0035628	0.0050786	0.0035436	0.0026173	0.0034303	0.0018993	0.004906	0.0048603	0.0039301	0.0041832	0.0051199	0.0035932	0.0052276	0.0044427	0.0049927	0.011399	0.0053281	0.0065228	0.0051547	0.0035668	0.005455	0.0040185	0.0053985	0.0060248	0.0054716	0.0052821	0.0052497	0.0042855	0.0049273	0.0053661	0.0048576	0.0054781	0.013217	0.0039307	0.0045451	0.0021056	0.0041549	0.0047781	0.00033729	0.0026136	0.0031332	0.0016361	0.48256	0.0040431	0.0012405	0.0032434	0.0039546	0.0040048	0.0031766	0.0048685	0.0051356	0.004886	0.0050933	0.0036863	0.0034958	0.0055199
